Frame,TotalDetected,TotalMatched,FrameTime_ms,DetectTime_ms,MatchTime_ms
740,1000,31,699.440,417.805,19.649
741,1000,999,699.160,427.238,19.204
742,1000,33,692.155,415.849,19.237
743,1000,998,691.668,411.817,19.158
744,1000,40,700.075,419.497,19.457
745,1000,999,715.853,422.433,20.938
746,1000,1000,687.546,410.238,19.346
747,1000,32,699.122,415.527,19.831
748,1000,999,692.580,411.116,19.806
749,1000,28,708.601,423.203,19.744
750,1000,555,687.020,409.539,19.775
751,1000,1000,692.670,417.580,19.700
752,1000,38,723.329,429.635,19.500
753,1000,998,685.892,411.196,19.680
754,1000,29,698.033,414.421,20.121
755,1000,994,687.089,412.183,19.425
756,1000,25,699.313,419.057,19.432
757,1000,993,695.816,414.691,20.320
758,1000,1000,682.148,406.848,19.315
759,1000,42,693.373,413.606,19.201
760,1000,993,700.918,425.870,20.416
761,1000,28,705.115,420.142,19.288
762,1000,999,692.828,420.453,19.765
763,1000,1000,691.153,415.343,19.873
764,1000,33,691.147,406.414,19.706
765,1000,995,699.713,419.818,20.170
766,1000,36,705.624,423.536,19.641
767,1000,998,694.405,418.672,19.337
768,1000,26,697.733,412.953,19.227
769,1000,1000,692.145,412.743,20.028
770,1000,1000,701.211,425.070,19.398
771,1000,30,704.659,421.591,19.221
772,1000,990,702.607,420.747,20.342
773,1000,25,707.139,421.265,19.213
774,1000,991,706.989,430.486,19.937
775,1000,999,697.658,419.406,19.264
776,1000,21,700.073,418.245,19.834
777,1000,994,698.720,422.618,19.785
778,1000,26,703.242,423.735,19.690
779,1000,1000,700.062,421.348,19.602
780,1000,29,697.852,417.376,19.394
781,1000,1000,717.821,426.244,19.657
782,1000,1000,757.639,475.188,19.967
783,1000,31,727.144,437.014,20.094
784,1000,1000,698.742,422.229,19.021
785,1000,27,701.714,418.598,20.066
786,1000,998,710.708,431.038,19.644
787,1000,1000,689.608,414.602,19.468
788,1000,35,715.903,431.174,19.644
789,1000,1000,700.980,424.440,19.898
790,1000,29,704.267,419.677,19.422
791,1000,1000,698.623,417.944,19.472
792,1000,6,690.746,410.072,19.612
793,1000,996,693.173,414.219,19.799
794,1000,1000,687.171,415.133,19.575
795,1000,19,712.188,409.876,19.467
796,1000,990,691.437,416.994,19.424
797,1000,23,715.401,424.700,19.348
798,1000,993,700.379,419.578,19.217
799,1000,1000,698.095,415.724,19.675
800,1000,21,696.717,416.328,20.162
801,1000,994,690.993,411.773,19.383
802,1000,30,713.571,425.289,19.613
803,1000,996,713.652,432.674,19.313
804,1000,30,707.853,419.119,19.916
805,1000,994,686.715,406.950,20.141
806,1000,1000,691.479,415.990,19.585
807,1000,24,694.995,412.809,19.418
808,1000,1000,695.895,410.269,19.537
809,1000,31,710.547,421.179,19.634
810,1000,524,690.249,408.306,19.448
811,1000,1000,694.387,418.961,19.545
812,1000,24,714.308,416.132,19.986
813,1000,999,682.188,404.568,19.800
814,1000,24,692.466,414.096,19.605
815,1000,987,688.125,403.486,19.589
816,1000,17,695.808,402.218,19.360
817,1000,993,685.576,408.772,19.052
818,1000,1000,689.957,414.608,19.762
819,1000,20,692.452,410.698,19.959
820,1000,992,676.935,401.243,19.248
821,1000,22,684.023,398.134,20.946
822,1000,1000,683.898,404.124,19.193
823,1000,1000,679.162,402.995,19.475
824,1000,28,716.270,433.573,19.724
825,1000,992,692.674,418.424,19.419
826,1000,36,709.744,426.348,19.279
827,1000,997,671.971,395.738,19.790
828,1000,23,693.488,412.991,19.817
829,1000,995,679.631,400.648,19.494
830,1000,1000,683.024,404.629,19.518
831,1000,36,712.865,417.412,19.569
832,1000,989,679.196,406.096,19.854
833,1000,28,690.843,404.926,19.855
834,1000,998,680.506,402.736,19.563
835,1000,1000,700.515,422.645,19.705
836,1000,26,694.991,407.489,19.733
837,1000,999,684.021,404.898,19.751
838,1000,26,700.742,413.675,19.722
839,1000,1000,681.474,406.160,19.620
840,1000,22,699.263,411.647,19.539
841,1000,999,677.063,395.734,19.868
842,1000,1000,681.727,404.623,20.749
843,1000,19,688.624,403.400,19.511
844,1000,997,671.295,397.061,19.351
845,1000,12,694.942,401.464,20.252
846,1000,997,676.277,398.757,19.488
847,1000,1000,681.891,405.598,19.594
848,1000,25,697.030,413.177,19.556
849,1000,999,671.623,396.783,19.771
850,1000,19,681.580,395.940,19.766
851,1000,997,680.010,402.429,19.346
852,1000,26,686.466,400.239,19.859
853,1000,998,686.702,406.396,19.242
854,1000,1000,685.192,402.922,19.955
855,1000,21,681.157,403.822,19.141
856,1000,987,690.192,409.558,19.762
857,1000,12,694.454,403.068,20.687
858,1000,991,684.426,404.618,19.462
859,1000,1000,689.906,413.650,20.077
860,1000,16,694.053,410.466,19.392
861,1000,998,690.908,414.623,19.675
862,1000,23,685.480,405.197,20.411
863,1000,999,689.174,413.311,19.344
864,1000,19,687.966,403.538,19.541
865,1000,998,692.923,416.153,19.492
866,1000,1000,683.043,405.071,19.331
867,1000,16,701.326,411.223,20.720
868,1000,993,687.998,406.827,19.747
869,1000,15,680.456,396.450,21.115
870,1000,538,683.525,405.209,19.690
871,1000,1000,682.892,404.719,20.029
872,1000,19,686.944,400.664,19.763
873,1000,978,676.820,397.501,19.113
874,1000,26,693.938,404.336,19.084
875,1000,978,672.132,399.119,19.430
876,1000,25,684.915,401.216,19.704
877,1000,981,688.958,403.589,19.795
878,1000,1000,671.571,395.041,19.537
879,1000,19,687.906,406.790,19.276
880,1000,989,683.312,406.638,19.669
881,1000,20,712.501,411.613,21.589
882,1000,991,688.862,402.760,21.757
883,1000,998,696.107,419.883,19.659
884,1000,33,691.526,405.619,19.063
885,1000,992,690.665,407.287,19.289
886,1000,25,700.466,413.664,19.394
887,1000,995,676.490,401.770,19.855
888,1000,22,698.576,412.830,19.414
889,1000,1000,689.312,410.529,20.529
890,1000,1000,681.670,406.530,19.389
891,1000,20,693.289,408.840,19.404
892,1000,995,701.325,420.444,19.420
893,1000,5,716.328,421.043,19.567
894,1000,1000,718.869,428.763,19.997
895,1000,1000,708.441,421.300,20.337
896,1000,16,720.506,427.883,20.115
897,1000,998,710.269,428.323,19.631
898,1000,20,725.255,424.513,19.744
899,1000,999,703.820,410.468,19.358
900,1000,18,697.901,416.768,19.078
901,1000,1000,746.457,448.352,19.459
902,1000,1000,710.542,433.157,19.363
903,1000,18,740.672,448.044,19.476
904,1000,999,709.675,426.333,19.630
905,1000,23,708.356,423.774,19.624
906,1000,1000,721.369,443.188,19.849
907,1000,1000,697.271,417.279,19.759
908,1000,18,711.738,419.691,19.657
909,1000,999,701.708,424.907,19.457
910,1000,29,734.892,444.993,19.797
911,1000,997,699.173,420.481,20.400
912,1000,12,698.992,418.801,19.682
913,1000,999,700.669,424.267,20.009
914,1000,1000,730.453,448.417,20.050
915,1000,29,707.305,424.511,19.224
916,1000,990,700.226,424.280,19.250
917,1000,20,714.291,431.365,20.167
918,1000,999,702.613,420.728,19.192
919,1000,998,703.150,425.790,19.468
920,1000,26,718.754,431.134,19.923
921,1000,996,699.004,424.491,19.647
922,1000,21,709.728,426.073,20.143
923,1000,999,701.254,424.914,20.236
924,1000,21,724.272,445.304,19.569
925,1000,994,703.809,424.156,19.372
926,1000,1000,697.952,420.872,19.999
927,1000,16,709.264,428.272,20.141
928,1000,988,704.010,425.022,20.517
929,1000,23,700.290,414.623,19.932
930,1000,554,700.338,419.756,19.515
931,1000,1000,713.360,438.230,19.466
932,1000,20,711.548,426.055,19.752
933,1000,982,697.871,418.767,19.870
934,1000,31,714.603,430.920,20.080
935,1000,994,701.012,423.109,19.498
936,1000,30,712.130,428.692,19.332
937,1000,970,707.214,430.606,19.635
938,1000,1000,716.180,440.919,19.637
939,1000,29,734.611,443.739,22.683
940,1000,995,717.849,436.546,19.591
941,1000,21,716.448,433.779,19.757
942,1000,993,720.924,442.944,19.597
943,1000,998,733.463,451.908,19.937
944,1000,20,744.047,455.907,20.788
945,1000,999,755.839,472.983,19.716
946,1000,35,735.622,450.096,19.617
947,1000,999,739.641,461.312,20.012
948,1000,32,715.278,433.500,19.764
949,1000,992,714.220,430.020,20.075
950,1000,999,710.892,434.602,19.707
951,1000,31,721.980,436.140,19.552
952,1000,990,720.196,437.292,19.572
953,1000,30,714.381,431.847,20.015
954,1000,998,713.126,433.421,19.322
955,1000,1000,704.964,424.059,19.791
956,1000,34,722.613,437.602,19.589
957,1000,989,704.891,430.346,19.287
958,1000,25,725.153,431.052,19.234
959,1000,1000,711.673,430.001,19.477
960,1000,32,710.375,422.620,19.186
961,1000,1000,717.464,432.458,19.663
962,1000,1000,705.362,426.756,19.870
963,1000,32,725.929,435.787,19.579
964,1000,997,701.388,419.050,19.568
965,1000,27,723.985,435.205,19.208
966,1000,998,707.629,424.468,19.694
967,1000,1000,703.400,423.302,19.403
968,1000,43,708.437,421.934,19.512
969,1000,998,703.717,428.362,19.780
970,1000,32,710.984,429.080,19.689
971,1000,999,698.546,417.931,19.674
972,1000,24,724.229,432.894,19.768
973,1000,996,717.520,436.345,20.017
974,1000,1000,707.340,428.806,19.296
975,1000,27,717.990,430.177,20.254
976,1000,982,710.872,429.634,19.430
977,1000,20,715.779,434.497,19.575
978,1000,996,717.585,434.118,20.099
979,1000,1000,716.424,426.214,20.162
980,1000,18,726.421,437.254,19.214
981,1000,995,712.578,435.428,19.670
982,1000,24,711.529,429.241,19.598
983,1000,999,709.209,429.994,19.616
984,1000,32,718.087,432.660,19.900
985,1000,986,712.642,431.322,19.719
986,1000,1000,725.922,440.558,19.180
987,1000,25,714.339,430.880,19.560
988,1000,989,711.617,429.208,20.332
989,1000,28,711.413,432.360,19.402
990,1000,551,711.074,435.108,19.348
991,1000,999,712.997,427.275,20.083
992,1000,6,720.665,437.567,19.720
993,1000,972,716.622,429.629,19.708
994,1000,27,718.881,433.599,19.459
995,1000,996,712.296,437.406,19.721
996,1000,33,743.990,446.913,19.959
997,1000,989,712.805,433.161,20.405
998,1000,1000,715.820,438.331,20.486
999,1000,30,736.643,453.861,20.024
1000,1000,994,718.045,439.568,20.022
1001,1000,34,714.862,433.413,19.771
1002,1000,985,718.224,439.977,19.650
1003,1000,998,705.244,431.168,19.755
1004,1000,23,717.360,436.635,19.544
1005,1000,982,706.541,430.294,19.266
1006,1000,16,717.567,435.816,19.340
1007,1000,992,719.132,442.781,19.432
1008,1000,27,720.558,437.512,19.735
1009,1000,981,714.914,439.871,19.801
1010,1000,994,707.945,426.548,19.380
1011,1000,23,714.312,433.122,20.228
1012,1000,981,701.967,426.901,19.517
1013,1000,32,723.179,441.317,20.426
1014,1000,992,721.394,441.183,19.625
1015,1000,999,711.505,435.682,19.543
1016,1000,27,707.773,427.247,19.516
1017,1000,997,712.474,435.368,19.524
1018,1000,19,721.532,429.865,20.547
1019,1000,991,705.551,429.306,18.977
1020,1000,24,707.462,428.275,19.975
1021,1000,1000,725.260,439.416,19.794
1022,1000,1000,701.656,426.325,19.619
1023,1000,29,708.439,424.448,19.546
1024,1000,997,711.082,428.994,20.493
1025,1000,26,712.774,426.095,19.435
1026,1000,998,701.142,421.809,19.923
1027,1000,1000,706.658,430.595,19.816
1028,1000,27,718.156,438.306,19.501
1029,1000,990,708.388,427.672,19.279
1030,1000,23,707.621,426.195,19.913
1031,1000,995,706.200,430.438,20.295
1032,1000,17,713.754,435.436,19.940
1033,1000,998,715.947,434.826,19.726
1034,1000,1000,699.476,424.594,19.312
1035,1000,25,733.757,447.371,19.819
1036,1000,999,708.240,427.570,19.599
1037,1000,23,722.598,435.291,20.417
1038,1000,999,706.713,431.710,19.214
1039,1000,999,704.298,428.585,19.774
1040,1000,21,730.811,439.840,19.556
1041,1000,987,704.225,430.657,19.355
1042,1000,21,722.550,436.800,19.447
1043,1000,997,736.324,447.945,19.947
1044,1000,20,739.635,446.907,19.757
1045,1000,993,740.444,438.950,22.195
1046,1000,998,750.625,447.874,19.850
1047,1000,14,746.824,453.869,19.964
1048,1000,981,745.595,453.444,19.133
1049,1000,24,716.476,432.178,19.614
1050,1000,563,702.085,422.531,19.818
1051,1000,1000,699.361,421.714,19.439
1052,1000,18,708.300,424.190,19.744
1053,1000,985,695.915,418.007,19.086
1054,1000,21,707.634,421.895,19.586
1055,1000,990,714.263,422.759,19.761
1056,1000,19,708.779,422.618,19.585
1057,1000,987,703.085,426.798,19.156
1058,1000,1000,706.569,426.269,20.323
1059,1000,16,707.304,425.140,19.393
1060,1000,998,707.707,425.845,19.208
1061,1000,15,697.690,415.833,19.449
1062,1000,997,705.722,419.866,19.644
1063,1000,1000,697.878,420.043,19.972
1064,1000,22,699.390,416.288,19.721
1065,1000,996,693.082,415.410,19.747
1066,1000,21,693.143,411.335,19.572
1067,1000,999,689.835,409.821,19.494
1068,1000,29,684.270,404.276,20.138
1069,1000,989,701.640,419.478,19.450
1070,1000,999,688.726,415.924,19.091
1071,1000,23,698.006,413.849,19.617
1072,1000,987,693.463,414.666,20.218
1073,1000,16,696.245,413.876,19.236
1074,1000,997,702.074,421.550,20.091
1075,1000,999,693.797,413.311,19.737
1076,1000,23,706.386,416.538,19.288
1077,1000,999,694.496,419.850,19.575
1078,1000,24,718.661,430.749,19.136
1079,1000,999,688.186,411.819,19.479
1080,1000,23,687.396,409.239,19.502
1081,1000,1000,687.950,407.375,19.601
1082,1000,1000,691.001,411.911,19.555
1083,1000,24,709.125,419.683,20.261
1084,1000,997,710.122,426.327,20.064
1085,1000,20,693.089,411.457,19.582
1086,1000,988,686.888,408.992,19.239
1087,1000,1000,683.828,411.136,19.496
1088,1000,29,703.242,418.642,19.809
1089,1000,997,685.109,409.916,20.747
1090,1000,5,690.242,410.680,18.995
1091,1000,984,694.863,418.263,19.533
1092,1000,24,696.115,405.719,19.579
1093,1000,995,679.287,404.579,19.850
1094,1000,1000,691.894,414.756,19.405
1095,1000,18,689.338,406.496,19.383
1096,1000,994,682.259,406.825,19.164
1097,1000,30,707.072,425.347,19.420
1098,1000,994,705.895,418.938,19.473
1099,1000,1000,706.205,428.123,19.972
1100,1000,28,691.746,412.155,19.899
1101,1000,990,726.236,433.706,23.332
1102,1000,22,727.765,442.120,19.873
1103,1000,991,752.899,440.113,25.139
1104,1000,23,824.232,520.101,21.521
1105,1000,990,769.768,475.155,21.964
1106,1000,999,885.046,548.814,22.078
1107,1000,22,749.852,456.805,21.399
1108,1000,975,718.890,423.006,24.590
1109,1000,20,710.716,421.334,23.092
1110,1000,496,711.316,421.789,20.435
1111,1000,998,747.847,445.445,21.066
1112,1000,14,728.986,430.104,20.619
1113,1000,996,778.926,460.304,25.967
1114,1000,15,753.708,457.470,20.058
1115,1000,984,694.904,418.993,19.301
1116,1000,19,702.108,420.564,20.962
1117,1000,983,762.572,425.485,26.380
1118,1000,1000,735.348,451.916,22.281
1119,1000,11,725.697,442.579,21.425
1120,1000,969,734.024,438.619,23.925
1121,999,10,707.708,419.245,20.166
1122,1000,991,713.271,433.202,22.775
1123,1000,1000,717.792,420.039,22.934
1124,962,19,733.078,425.183,19.849
1125,963,920,718.860,436.553,19.020
1126,972,24,703.307,408.173,21.633
1127,972,966,690.403,408.202,19.090
1128,976,14,735.822,441.014,18.695
1129,974,951,776.435,463.172,22.897
1130,974,973,744.421,451.777,19.553
1131,969,14,795.439,486.792,24.871
1132,969,945,742.324,451.638,20.578
1133,987,20,770.931,471.891,20.877
1134,985,980,729.475,431.947,23.002
1135,985,984,724.375,433.241,21.772
1136,1000,18,755.737,459.819,23.764
1137,1000,1000,813.709,523.613,22.271
1138,1000,15,790.888,506.583,20.169
1139,1000,991,705.968,425.589,20.623
1140,1000,17,752.576,460.161,20.239
1141,1000,1000,723.429,442.746,19.322
1142,1000,1000,708.620,423.486,21.939
1143,1000,17,759.071,455.789,27.227
1144,1000,993,732.523,438.890,21.215
1145,1000,23,753.149,453.908,22.360
1146,1000,999,719.892,435.513,21.848
1147,1000,1000,713.885,419.969,24.827
1148,1000,26,792.894,479.696,33.754
1149,1000,986,701.717,424.133,19.491
1150,1000,25,760.029,430.899,37.927
1151,1000,978,957.080,620.453,31.732
1152,1000,23,767.973,470.308,21.366
1153,1000,994,700.861,418.126,19.319
1154,1000,1000,697.582,416.529,20.134
1155,1000,32,703.692,420.327,19.372
1156,1000,967,700.467,417.806,20.974
1157,1000,25,732.487,436.054,22.175
1158,1000,994,708.136,427.786,20.233
1159,1000,997,692.379,415.020,19.583
1160,1000,23,712.012,417.185,21.036
1161,1000,983,694.439,415.464,21.043
1162,1000,40,706.209,419.279,19.673
1163,1000,988,705.315,427.344,19.823
1164,1000,52,707.072,416.876,19.919
1165,1000,985,700.371,422.953,19.471
1166,1000,1000,698.066,419.918,20.238
1167,1000,39,699.296,415.420,23.012
1168,1000,982,717.321,429.893,19.497
1169,1000,46,739.416,441.333,22.181
1170,1000,608,720.999,438.771,20.975
1171,1000,1000,719.690,419.154,26.809
1172,1000,35,724.853,427.619,22.408
1173,1000,984,724.041,416.504,30.302
1174,1000,42,812.152,500.833,24.206
1175,1000,991,721.836,434.535,22.955
1176,1000,37,724.436,428.289,20.261
1177,1000,992,694.458,414.929,20.731
1178,1000,1000,706.395,418.040,20.282
1179,1000,27,722.972,433.564,21.332
1180,1000,989,724.902,436.042,21.789
1181,1000,52,716.675,434.745,19.999
1182,1000,998,703.628,423.534,19.311
1183,1000,1000,761.562,467.729,21.448
1184,1000,35,762.993,436.466,31.600
1185,1000,993,932.935,619.732,20.568
1186,1000,56,711.327,424.119,19.391
1187,1000,998,707.694,419.872,20.238
1188,1000,29,711.315,421.125,20.813
1189,1000,1000,702.672,421.610,19.814
1190,1000,1000,716.653,432.942,19.454
1191,1000,48,856.978,516.119,35.591
1192,1000,996,923.464,617.986,21.840
1193,1000,51,720.650,421.608,29.500
1194,1000,998,703.336,413.808,21.357
1195,1000,1000,796.774,493.869,23.010
1196,1000,79,729.734,434.171,19.948
1197,1000,996,704.634,427.805,20.667
1198,1000,65,711.941,421.673,20.628
1199,1000,993,723.020,411.267,45.692
1200,1000,53,800.844,491.588,20.728
1201,1000,1000,707.125,429.209,19.797
1202,1000,1000,711.650,427.397,23.635
1203,1000,51,766.507,466.444,22.257
1204,1000,999,814.521,500.091,24.821
1205,1000,72,747.944,428.571,31.885
1206,1000,997,721.600,429.025,20.558
1207,1000,1000,767.135,465.818,22.622
1208,1000,34,738.543,440.849,24.431
1209,1000,992,744.477,451.759,21.262
1210,1000,99,731.269,437.985,21.315
1211,1000,998,748.298,451.533,23.792
1212,1000,125,741.052,443.949,21.500
1213,1000,999,732.007,436.417,22.929
1214,1000,1000,747.721,450.799,21.659
1215,1000,70,806.126,455.206,51.714
1216,1000,996,783.300,485.794,23.541
1217,1000,41,755.268,436.440,27.940
1218,1000,997,749.169,445.001,23.390
1219,1000,1000,751.397,449.223,21.732
1220,1000,60,737.575,446.161,21.520
1221,1000,995,740.573,432.053,27.274
1222,1000,56,745.156,435.297,30.067
1223,1000,1000,734.904,443.596,23.771
1224,1000,58,769.252,468.335,24.409
1225,1000,992,735.077,443.467,21.346
1226,1000,1000,732.676,436.536,22.957
1227,1000,61,736.901,441.882,21.895
1228,1000,989,736.095,445.327,21.514
1229,1000,58,738.016,449.782,21.363
1230,1000,561,728.843,431.415,20.465
1231,1000,999,734.867,438.194,21.242
1232,1000,79,757.001,448.765,33.024
1233,1000,999,754.280,448.892,26.386
1234,1000,170,756.671,445.325,20.969
1235,1000,984,720.731,429.388,20.871
1236,1000,84,717.642,425.766,20.827
1237,1000,1000,739.393,443.230,21.537
1238,1000,1000,732.256,453.459,19.514
1239,1000,65,700.976,414.847,20.956
1240,1000,999,718.268,436.576,20.556
1241,1000,85,723.002,439.122,19.590
1242,1000,1000,689.116,404.199,19.184
1243,1000,997,702.578,413.441,27.017
1244,1000,102,750.096,457.966,19.898
1245,1000,991,727.902,431.191,19.793
1246,1000,146,703.640,419.527,19.543
1247,1000,998,777.981,465.734,22.819
1248,1000,151,725.051,438.978,20.791
1249,1000,995,704.775,427.073,19.046
1250,1000,1000,741.324,442.279,22.939
1251,1000,190,729.957,431.349,22.020
1252,1000,997,702.179,418.844,20.559
1253,1000,203,717.259,420.389,22.689
1254,1000,999,803.628,465.250,19.890
1255,1000,1000,731.285,440.937,20.925
1256,1000,212,714.975,422.142,20.358
1257,1000,994,717.361,439.687,19.579
1258,1000,144,734.011,442.123,20.338
1259,1000,994,736.186,444.504,20.778
1260,1000,91,723.911,436.301,20.428
1261,1000,1000,734.298,428.676,21.840
1262,1000,1000,730.084,447.201,20.316
1263,1000,115,776.220,470.792,21.821
1264,1000,992,747.246,450.257,20.561
1265,1000,469,757.025,466.407,21.150
1266,1000,1000,766.969,467.067,21.143
1267,1000,1000,699.549,417.577,23.379
1268,1000,146,741.359,442.652,28.465
1269,1000,997,710.925,429.167,24.768
1270,1000,161,729.588,439.938,21.613
1271,1000,999,737.212,441.594,24.597
1272,1000,669,781.387,486.127,26.049
1273,1000,998,739.177,448.446,25.822
1274,1000,1000,712.835,421.295,25.637
1275,1000,401,757.606,454.038,19.566
1276,1000,998,708.692,427.985,21.419
1277,1000,116,713.318,419.206,25.805
1278,1000,1000,711.896,422.436,23.783
1279,1000,1000,699.976,416.532,21.104
1280,1000,184,762.078,465.063,22.465
1281,1000,998,701.849,418.372,22.466
1282,1000,690,694.856,408.929,19.239
1283,1000,992,720.375,428.792,19.908
1284,1000,364,726.480,430.197,22.123
1285,1000,993,757.578,454.109,27.932
1286,1000,1000,707.617,424.539,21.012
1287,1000,341,741.557,451.333,19.633
1288,1000,1000,771.031,464.794,24.293
1289,1000,276,802.273,482.947,23.415
1290,1000,577,765.491,457.551,22.738
1291,1000,1000,741.465,449.565,22.997
1292,1000,273,715.150,428.810,19.339
1293,1000,997,715.574,413.739,23.989
1294,1000,422,797.942,480.940,23.825
1295,1000,999,733.205,418.831,29.513
1296,1000,301,934.290,610.037,22.982
1297,1000,999,799.009,490.930,20.278
1298,1000,1000,713.031,434.142,19.885
1299,1000,565,696.603,408.831,25.291
1300,1000,998,699.452,417.286,21.996
1301,1000,639,708.531,427.212,19.748
1302,1000,998,714.685,436.958,21.725
1303,1000,1000,698.332,414.329,23.499
1304,1000,276,696.081,412.390,19.229
1305,1000,990,755.386,450.264,42.423
1306,1000,187,729.908,436.770,21.058
1307,1000,1000,764.105,457.752,37.193
1308,1000,119,765.395,452.794,22.365
1309,1000,999,711.727,426.194,19.941
1310,1000,1000,708.688,420.095,20.215
1311,1000,65,727.793,427.688,27.564
1312,1000,999,702.940,415.406,23.466
1313,1000,75,766.135,457.197,24.700
1314,1000,997,731.971,442.566,20.805
1315,1000,1000,714.721,427.231,19.716
1316,1000,68,695.458,407.788,20.888
1317,1000,1000,791.730,475.987,24.805
1318,1000,43,732.625,440.948,21.645
1319,1000,996,695.341,410.039,21.149
1320,1000,40,697.967,416.752,19.546
1321,1000,1000,729.506,412.568,21.055
1322,1000,1000,809.886,507.970,20.801
1323,1000,90,724.489,436.452,19.708
1324,1000,994,727.393,430.037,19.849
1325,1000,51,718.088,428.228,20.027
1326,1000,998,799.504,493.702,20.889
1327,1000,1000,710.093,422.317,22.078
1328,1000,91,718.673,417.173,21.299
1329,1000,999,784.584,496.306,23.031
1330,1000,43,740.568,446.836,20.986
1331,1000,999,753.545,452.923,24.936
1332,1000,53,734.444,444.319,22.578
1333,1000,999,703.468,419.704,24.468
1334,1000,1000,706.161,426.958,21.751
1335,1000,57,701.068,418.988,19.016
1336,1000,997,700.284,416.248,20.795
1337,1000,49,714.134,419.275,20.322
1338,1000,997,721.398,435.226,19.607
1339,1000,974,699.401,420.669,19.866
1340,1000,44,716.162,423.941,19.608
1341,1000,995,705.151,427.359,19.422
1342,1000,36,712.475,424.159,19.552
1343,1000,1000,770.436,443.793,22.091
1344,1000,46,710.504,417.217,20.968
1345,1000,996,710.351,423.325,19.967
1346,1000,981,733.637,438.728,22.198
1347,1000,55,733.452,442.698,20.183
1348,1000,1000,702.031,413.797,21.838
1349,1000,54,718.546,430.217,20.749
1350,1000,602,714.288,430.213,19.658
1351,1000,1000,732.792,438.007,21.990
1352,1000,28,733.755,433.718,23.642
1353,1000,999,735.139,446.061,24.291
1354,1000,37,768.238,440.297,21.776
1355,1000,998,736.314,443.195,20.935
1356,1000,20,738.133,442.919,20.659
1357,1000,997,716.096,415.412,22.465
1358,1000,999,707.904,417.017,20.500
1359,1000,28,690.771,406.663,19.107
1360,1000,999,699.225,423.438,19.856
1361,1000,46,696.326,411.448,19.757
1362,1000,997,689.372,410.435,19.731
1363,1000,1000,680.653,402.908,19.271
1364,1000,17,698.718,406.616,19.156
1365,1000,999,696.751,417.012,19.414
1366,1000,28,708.405,429.581,19.192
1367,1000,997,686.827,409.774,19.563
1368,1000,24,688.441,408.487,19.505
1369,1000,998,690.475,412.593,19.567
1370,1000,1000,691.766,415.471,19.964
1371,1000,39,705.234,419.685,19.288
1372,1000,1000,698.448,416.335,19.470
1373,1000,24,710.365,428.415,19.430
1374,1000,999,691.523,412.623,19.405
1375,1000,1000,689.651,418.377,19.721
1376,1000,31,701.208,418.723,19.414
1377,1000,998,691.652,415.500,19.383
1378,1000,23,704.061,415.769,19.876
1379,1000,999,709.171,425.679,19.774
1380,1000,19,704.225,421.914,20.341
1381,1000,1000,707.047,426.169,19.695
1382,1000,1000,698.520,418.459,19.299
1383,1000,40,706.643,418.075,22.019
1384,1000,998,697.550,418.929,19.662
1385,1000,47,717.467,428.542,19.790
1386,1000,1000,705.145,419.131,19.777
1387,1000,1000,711.406,430.449,19.093
1388,1000,18,738.605,448.145,19.534
1389,1000,1000,702.009,421.558,19.298
1390,1000,41,704.731,421.900,19.484
1391,1000,999,702.354,426.314,19.325
1392,1000,29,713.474,433.435,19.201
1393,1000,1000,719.684,434.484,20.067
1394,1000,1000,712.540,427.547,19.430
1395,1000,35,719.412,436.715,19.299
1396,1000,1000,710.885,436.691,19.714
1397,1000,40,728.858,441.346,19.446
1398,1000,999,715.066,437.116,19.632
1399,1000,1000,716.939,437.865,19.773
1400,1000,22,740.273,457.035,19.585
1401,1000,998,725.086,446.728,19.331
1402,1000,30,730.476,442.319,19.880
1403,1000,1000,718.612,444.435,19.444
1404,1000,39,719.672,437.189,19.799
1405,1000,1000,717.586,435.183,19.266
1406,1000,1000,714.635,433.799,19.707
1407,1000,26,729.535,445.131,19.717
1408,1000,1000,725.544,450.243,19.984
1409,1000,53,725.210,440.773,19.055
1410,1000,762,712.163,438.073,19.908
1411,1000,1000,715.782,441.610,19.609
1412,1000,42,732.798,453.506,19.415
1413,1000,996,728.450,447.163,19.495
1414,1000,29,752.128,462.529,19.675
1415,1000,997,744.812,471.102,19.712
1416,1000,44,744.829,465.762,19.740
1417,1000,993,742.267,460.217,19.454
1418,1000,1000,734.404,459.640,20.202
1419,1000,61,751.750,464.566,19.958
1420,1000,995,744.722,462.363,19.750
1421,1000,61,762.009,479.292,19.279
1422,1000,1000,772.673,490.405,20.322
1423,1000,1000,745.035,472.434,20.009
1424,1000,71,746.884,467.222,19.293
1425,1000,998,740.938,465.030,19.394
1426,1000,29,748.439,464.211,19.463
1427,1000,1000,735.514,462.982,19.824
1428,1000,43,744.976,462.412,19.623
1429,1000,997,743.636,465.613,19.878
1430,1000,999,767.222,488.651,19.526
1431,1000,47,757.341,475.282,20.023
1432,1000,1000,744.408,467.715,19.683
1433,1000,37,755.644,476.685,19.657
1434,1000,1000,747.347,469.504,19.486
1435,1000,1000,743.681,459.162,20.059
1436,1000,39,745.239,465.482,20.184
1437,1000,1000,742.466,467.890,19.674
