Frame,Cell0_Detected,Cell1_Detected,Cell2_Detected,Cell3_Detected,Cell0_Matched,Cell1_Matched,Cell2_Matched,Cell3_Matched,Cell0_ProcTime_ms,Cell1_ProcTime_ms,Cell2_ProcTime_ms,Cell3_ProcTime_ms
384,250,250,250,250,11,6,0,2,191.234,170.202,167.677,167.401
385,250,250,250,250,248,250,249,250,170.226,168.817,174.256,164.901
386,250,250,250,250,250,250,249,250,162.028,170.353,168.012,166.928
387,250,250,250,250,3,8,1,3,165.322,167.823,165.994,169.29
388,250,250,250,250,248,248,249,250,177.849,170.568,161.034,162.428
389,250,250,250,250,6,2,4,7,170.43,166.347,171.793,170.69
390,250,250,250,250,86,115,113,138,176.582,184.91,175.036,171.006
391,250,250,250,250,250,250,250,250,169.73,165.872,201.314,181.553
392,250,250,250,250,15,17,0,4,169.356,169.474,172.891,165.861
393,250,250,250,250,249,250,248,250,161.436,164.966,164.321,166.355
394,250,250,250,250,13,4,3,5,168.806,165.225,163.991,166.103
395,250,250,250,250,247,249,247,246,164.818,171.079,164.441,168.198
396,250,250,250,250,3,3,0,2,167.494,168.184,163.968,169.066
397,250,250,250,250,243,232,244,247,166.653,168.897,164.775,167.533
398,250,250,250,250,250,250,250,250,169.328,161.733,165.736,166.875
399,250,250,250,250,1,0,3,7,168.43,167.288,171.176,169.7
400,250,250,250,250,228,250,246,240,164.512,182.066,163.097,163.876
401,250,250,250,250,2,1,2,8,165.23,169.478,169.584,166.56
402,250,250,250,250,246,249,250,250,170.306,168.609,181.499,169.861
403,250,250,250,250,250,250,250,250,173.204,170.631,167.08,178.296
404,250,250,250,250,4,7,11,3,173.898,169.712,169.648,180.96
405,250,250,250,250,250,249,244,250,169.869,173.046,167.488,161.858
406,250,250,250,250,2,7,1,5,170.489,171.895,168.496,172.513
407,250,250,250,250,250,250,250,250,161.862,159.442,169.464,166.95
408,250,250,250,250,0,4,3,10,170.048,167.098,166.047,166.709
409,250,250,250,250,250,250,250,250,166.946,166.37,163.855,172.456
410,250,250,250,250,250,250,250,250,167.804,165.224,163.31,163.772
411,250,250,250,250,18,10,4,6,177.976,175.007,170.427,177.436
412,250,250,250,250,241,245,249,249,166.306,165.745,167.659,162.418
413,250,250,250,250,3,7,3,4,169.916,170.64,167.545,170.245
414,250,250,250,250,250,250,248,250,167.592,170.604,167.166,165.67
415,250,250,250,250,250,250,250,250,172.321,171.843,174.832,167.658
416,250,250,250,250,2,3,1,7,171.494,170.36,170.839,178.966
417,250,250,250,250,246,247,247,249,165.601,164.914,164.611,166.736
418,250,250,250,250,5,6,8,5,172.062,172.396,171.929,173.191
419,250,250,250,250,250,250,250,250,164.544,165.559,173.949,166.402
420,250,250,250,250,2,2,5,6,165.017,165.052,171.379,171.16
421,250,250,250,250,250,250,250,250,170.935,170.246,170.447,169.514
422,250,250,250,250,250,250,250,250,167.407,173.1,162.579,164.773
423,250,250,250,250,2,1,3,6,173.875,175.204,172.006,177.553
424,250,250,250,250,250,250,250,250,171.434,169.932,167.066,170.68
425,250,250,250,250,3,4,8,7,174.273,174.48,169.092,169.015
426,250,250,250,250,250,250,247,250,166.094,169.667,171.089,167.862
427,250,250,250,250,250,250,250,250,167.528,167.679,167.005,168.217
428,250,250,250,250,6,1,2,8,168.372,166.631,167.579,168.919
429,250,250,250,250,250,250,250,250,167.83,196.476,167.425,167.705
430,250,250,250,250,7,8,6,2,172.256,170.586,168.813,176.843
431,250,250,250,250,250,250,249,250,166.965,167.406,168.24,164.611
432,250,250,250,250,0,17,4,5,175.555,173.983,172.346,172.531
433,250,250,250,250,250,250,250,250,169.237,169.975,166.011,165.837
434,250,250,250,250,250,250,250,250,172.694,169.212,168.346,169.14
435,250,250,250,250,7,3,4,2,167.846,166.506,167.451,167.465
436,250,250,250,250,250,250,250,247,166.223,170.106,179.64,173.959
437,250,250,250,250,0,1,2,7,170.557,170.29,169.851,169.916
438,250,250,250,250,250,250,250,248,164.259,167.662,163.933,166.483
439,250,250,250,250,250,250,250,250,178.187,166.292,168.681,166.171
440,250,250,250,250,6,5,0,8,167.316,166.441,168.068,175.398
441,250,250,250,250,244,248,250,249,170.81,170.056,167.878,169.53
442,250,250,250,250,4,10,1,3,166.851,165.461,164.23,167.258
443,250,250,250,250,250,250,249,250,172.044,172.327,179.411,171.625
444,250,250,250,250,3,13,5,5,172.289,175.871,172.573,172.543
445,250,250,250,250,250,250,247,250,163.231,164.636,164.331,167.244
446,250,250,250,250,249,250,250,249,167.232,174.321,167.605,171.459
447,250,250,250,250,3,4,9,8,172.146,169.683,168.08,175.001
448,250,250,250,250,250,250,245,249,166.328,167.552,170.636,167.911
449,250,250,250,250,1,11,7,6,173.377,177.582,180.757,178.977
450,250,250,250,250,87,141,120,139,171.479,174.059,181.678,172.078
451,250,250,250,250,250,250,250,250,168.26,168.737,169.3,169.999
452,250,250,250,250,1,1,7,4,167.105,172.628,171.642,170.674
453,250,250,250,250,248,248,247,248,170.884,170.971,171.415,171.024
454,250,250,250,250,5,2,5,6,168.616,169.067,166.144,173.339
455,250,250,250,250,247,248,246,242,168.72,171.302,173.638,171.32
456,250,250,250,250,1,2,5,3,168.296,173.281,173.875,169.741
457,250,250,250,250,248,237,246,241,169.663,167.431,174.273,168.973
458,250,250,250,250,246,250,250,250,176.59,170.156,174.626,174.765
459,250,250,250,250,5,5,5,5,185.399,166.668,173.84,169.872
460,250,250,250,250,248,248,248,245,167.348,170.536,167.382,167.667
461,250,250,250,250,1,1,7,5,171.993,171.476,169.6,172.368
462,250,250,250,250,250,250,250,250,164.496,167.34,165.55,167.304
463,250,250,250,250,250,250,250,250,164.771,167.05,164.885,164.757
464,250,250,250,250,5,6,10,5,170.712,169.621,176.678,166.105
465,250,250,250,250,244,248,250,249,170.958,183.408,166.68,169.713
466,250,250,250,250,1,4,12,7,170.089,171.479,169.515,166.727
467,250,250,250,250,250,250,250,250,166.74,177.901,167.633,169.243
468,250,250,250,250,1,1,4,4,170.454,169.687,168.827,168.64
469,250,250,250,250,248,250,246,241,167.458,170.281,169.922,168.365
470,250,250,250,250,250,250,250,250,174.068,171.276,168.756,169.632
471,250,250,250,250,4,11,8,1,171.726,168.745,168.131,171.673
472,250,250,250,250,248,250,250,250,169.031,169.277,185.278,172.559
473,250,250,250,250,7,14,2,5,170.45,177.608,164.644,165.231
474,250,250,250,250,250,250,246,250,171.356,175.372,166.244,171.586
475,250,250,250,250,250,250,250,250,168.029,178.142,178.479,173.912
476,250,250,250,250,8,11,9,5,168.755,171.042,167.994,170.334
477,250,250,250,250,244,250,248,250,170.554,164.385,167.589,166.162
478,250,250,250,250,3,8,2,6,168.015,166.413,169.823,170.892
479,250,250,250,250,250,250,250,250,170.186,168.745,169.14,174.078
480,250,250,250,250,0,11,1,1,165.855,167.854,167.43,169.642
481,250,250,250,250,250,250,249,250,170.829,172.145,169.824,170.824
482,250,250,250,250,250,250,250,250,167.961,168.085,169.413,170.541
483,250,250,250,250,3,10,5,4,171,171.962,169.619,171.42
484,250,250,250,250,250,250,250,250,176.457,166.732,171.11,170.313
485,250,250,250,250,0,0,2,5,170.63,169.598,170.341,175.667
486,250,250,250,250,250,250,250,249,170.584,175.493,173.031,172.796
487,250,250,250,250,250,250,250,250,165.564,165.804,171.91,170.582
488,250,250,250,250,1,22,5,1,172.755,169.738,179.046,167.301
489,250,250,250,250,249,250,249,250,166.44,169.814,169.268,168.438
490,250,250,250,250,5,10,6,1,171.17,167.939,169.73,169.095
491,250,250,250,250,250,250,250,250,169.59,166.694,168.717,169.765
492,250,250,250,250,3,8,7,7,169.377,171.348,170.335,176.861
493,250,250,250,250,250,250,250,250,177.17,177.131,175.505,177.678
494,250,250,250,250,250,250,250,250,168.113,170.461,168.178,178.341
495,250,250,250,250,4,16,3,5,173.168,174.906,173.89,172.526
496,250,250,250,250,250,249,247,249,174.748,173.223,172.249,165.215
497,250,250,250,250,8,5,2,1,173.295,170.139,172.332,172.219
498,250,250,250,250,250,250,250,250,176.69,176.347,169.035,171.324
499,250,250,250,250,250,250,250,250,169.612,171.15,168.042,171.817
500,250,250,250,250,5,17,3,1,175.537,176.284,179.92,179.419
501,250,250,250,250,250,250,249,250,176.836,168.099,176.279,168.758
502,250,250,250,250,5,7,8,5,176.609,178.41,170.163,173.368
503,250,250,250,250,250,250,250,250,172.454,171.519,169.003,173.993
504,250,250,250,250,4,11,3,3,170.846,173.309,171.944,168.629
505,250,250,250,250,250,250,250,249,167.42,169.189,172.878,169.166
506,250,250,250,250,250,250,249,249,169.855,172.292,175.709,169.236
507,250,250,250,250,1,0,8,4,171.472,168.335,171.123,173.427
508,250,250,250,250,250,250,247,249,181.608,171.803,168.841,169.545
509,250,250,250,250,4,6,5,3,174.904,178.491,169.813,172.475
510,250,250,250,250,117,144,136,141,165.608,166.222,166.794,169.424
511,250,250,250,250,249,250,250,250,170.202,169.441,172.092,169.355
512,250,250,250,250,19,24,3,8,169.803,174.182,172.263,175.09
513,250,250,250,250,248,246,249,249,170.445,170.908,181.826,166.487
514,250,250,250,250,5,9,11,7,170.5,171.914,170.145,170.9
515,250,250,250,250,250,250,250,249,168.564,182.211,174.506,184.434
516,250,250,250,250,2,1,6,5,176.175,172.434,173.058,173.352
517,250,250,250,250,244,250,249,248,172.672,170.518,173.469,192.995
518,250,250,250,250,250,250,250,250,175.899,172.586,168.999,170.376
519,250,250,250,250,6,6,7,5,172.645,173.269,171.165,174.181
520,250,250,250,250,250,249,247,247,169.205,177.686,169.152,170.883
521,250,250,250,250,5,5,4,4,172.644,171.107,169.756,168.908
522,250,250,250,250,241,250,245,250,170.391,176.473,185.97,171.392
523,250,250,250,250,250,250,247,250,179.309,172.122,173.493,174.393
524,250,250,250,250,2,34,1,6,174.24,173.93,178.422,174.5
525,250,250,250,250,243,247,238,248,170.012,174.779,172.935,171.738
526,250,250,250,250,6,7,3,4,173.068,171.344,173.367,171.289
527,250,250,250,250,249,250,244,245,169.871,177.949,170.993,169.044
528,250,250,250,250,4,14,3,6,170.205,171.371,171.552,174.25
529,250,250,250,250,243,249,242,245,171.64,170.893,187.656,181.054
530,250,250,250,250,250,250,250,250,169.082,169.767,168.14,171.143
531,250,250,250,250,0,14,3,6,172.722,173.468,177.403,171.896
532,250,250,250,250,250,250,249,243,169.212,168.763,171.593,173.026
533,250,250,250,250,4,6,6,3,175.834,173.975,168.927,173.037
534,250,250,250,250,250,249,249,250,175.472,166.66,171.24,168.315
535,250,250,250,250,250,250,250,250,169.354,168.412,170.213,178.003
536,250,250,250,250,3,13,6,6,175.196,175.535,173.096,187.364
537,250,250,250,250,242,250,246,248,171.879,171.392,172.377,173.44
538,250,250,250,250,0,5,1,6,171.368,173.084,170.411,171.583
539,250,250,250,250,246,250,249,250,169.612,178.711,171.839,175.412
540,250,250,250,250,13,8,3,5,171.311,171.741,174.232,174.166
541,250,250,250,250,250,250,250,250,177.997,171.775,170.369,168.987
542,250,250,250,250,250,250,250,250,171.2,170.204,178.217,169.177
543,250,250,250,250,6,10,5,6,177.6,177.562,183.278,182.277
544,250,250,250,250,249,250,250,247,170.057,171.096,171.766,172.568
545,250,250,250,250,1,7,6,8,171.546,176.724,173.093,173.512
546,250,250,250,250,250,250,248,250,175.381,174.592,177.184,173.872
547,250,250,250,250,250,250,250,250,173.511,173.947,172.044,175.747
548,250,250,250,250,7,14,5,8,176.385,172.803,171.329,173.049
549,250,250,250,250,250,250,250,250,169.14,172.46,178.131,170.696
550,250,250,250,250,4,3,6,4,177.641,177.626,175.039,177.76
551,250,250,250,250,250,250,250,250,171.402,171.339,174.623,170.985
552,250,250,250,250,4,8,9,3,177.244,169.271,169.864,172.766
553,250,250,250,250,250,249,250,250,174.477,171.655,174.545,172.138
554,250,250,250,250,250,250,250,250,173.706,169.424,171.714,172.401
555,250,250,250,250,7,13,10,12,173.559,174.834,170.425,171.545
556,250,250,250,250,247,250,248,249,169.39,182.5,167.714,171.379
557,250,250,250,250,4,5,9,7,178.017,180.044,181.06,185.446
558,250,250,250,250,250,250,247,250,174.737,177.971,175.928,175.145
559,250,250,250,250,250,250,250,250,175.997,204.47,189.081,175.839
560,250,250,250,250,11,4,10,10,179.754,184.231,175.784,175.264
561,250,250,250,250,250,250,250,250,171.17,173.966,172.742,173.858
562,250,250,250,250,12,8,12,6,174.23,174.515,176.048,178.063
563,250,250,250,250,250,250,250,249,175.914,172.89,170.647,173.884
564,250,250,250,250,2,8,7,9,171.669,171.872,179.183,177.368
565,250,250,250,250,250,250,250,250,173.029,171.63,173.224,174.379
566,250,250,250,250,250,250,250,250,170.707,171.213,171.704,175.055
567,250,250,250,250,5,1,6,10,171.185,176.478,170.499,170.472
568,250,250,250,250,250,250,250,249,170.222,169.447,170.72,172.195
569,250,250,250,250,5,2,8,6,177.215,177.817,177.438,178.667
570,250,250,250,250,147,150,128,148,168.549,172.385,173.809,174.9
571,250,250,250,250,250,250,250,250,171.309,177.335,177.615,170.19
572,250,250,250,250,0,3,10,9,172.905,174.187,173.906,175.647
573,250,250,250,250,250,250,250,250,169.725,168.407,169.976,170.839
574,250,250,250,250,3,6,8,10,173.846,172.355,169.047,172.424
575,250,250,250,250,250,249,247,247,170.17,171.759,174.413,173.818
576,250,250,250,250,4,2,10,10,171.208,171.518,170.437,169.677
577,250,250,250,250,247,246,248,248,168.19,169.981,169.977,172.28
578,250,250,250,250,250,250,250,250,170.577,172.631,169.48,170.438
579,250,250,250,250,4,3,17,6,178.574,176.17,171.174,171.711
580,250,250,250,250,250,249,250,250,167.783,170.524,168.855,170.496
581,250,250,250,250,1,6,7,16,171.049,176.616,167.153,170.533
582,250,250,250,250,247,249,250,250,166.414,169.223,168.176,168.644
583,250,250,250,250,246,250,249,249,166.053,168.761,170.435,170.312
584,250,250,250,250,4,2,14,12,179.094,171.486,170.737,170.108
585,250,250,250,250,250,250,249,250,166.343,169.265,175.339,170.574
586,250,250,250,250,4,5,6,7,172.037,178.495,173.754,169.211
587,250,250,250,250,250,250,250,250,164.363,168.476,169.452,168.697
588,250,250,250,250,1,9,10,8,166.937,168.331,171.016,168.339
589,250,250,250,250,250,250,250,250,169.642,168.49,167.137,172.61
590,250,250,250,250,250,250,250,250,170.175,169.038,167.787,168.937
591,250,250,250,250,1,6,10,14,172.864,171.848,168.82,171.028
592,250,250,250,250,250,248,249,250,169.131,170.07,169.278,174.48
593,250,250,250,250,10,5,10,10,170.536,172.361,170.841,176.601
594,250,250,250,250,250,250,250,250,167.09,169.303,171.216,170.458
595,250,250,250,250,250,250,250,250,166.889,168.466,174.338,167.191
596,250,250,250,250,4,3,5,4,171.789,174.515,173.6,176.481
597,250,250,250,250,248,249,248,248,165.944,167.668,168.091,165.665
598,250,250,250,250,2,6,9,9,168.551,172.714,169.845,169.937
599,250,250,250,250,250,250,250,249,165.564,172.392,168.179,168.965
600,250,250,250,250,11,4,6,3,172.707,174.162,173.518,174.954
601,250,250,250,250,250,250,250,250,174.227,169.087,171.002,170.385
602,250,250,250,250,250,250,250,250,166.25,172.28,163.495,172.369
603,250,250,250,250,7,5,8,1,169.904,173.698,170.947,174.829
604,250,250,250,250,250,250,250,250,165.509,166.447,166.851,168.195
605,250,250,250,250,4,3,10,6,168.738,170.848,169.102,169.659
606,250,250,250,250,250,250,250,250,163.426,168.109,168.929,170.615
607,250,250,250,250,250,250,250,250,168.119,166.019,165.595,165.343
608,250,250,250,250,9,1,3,4,177.051,178.276,164.392,167.51
609,250,250,250,250,247,250,250,250,165.793,165.638,165.136,165.884
610,250,250,250,250,8,1,8,3,166.983,168.534,166.19,171.547
611,250,250,250,250,249,250,250,250,164.616,166.89,165.577,170.033
612,250,250,250,250,4,2,11,8,164.808,170.174,167.692,168.813
613,250,250,250,250,250,250,249,250,161.881,162.441,162.791,165.868
614,250,250,250,250,250,250,250,250,169.719,170.088,168.623,163.786
615,250,250,250,250,8,4,14,0,168.718,167.956,169.292,177.015
616,250,250,250,250,250,249,245,247,164.913,165.878,168.571,171.369
617,250,250,250,250,9,3,14,7,163.292,169.701,165.882,168.932
618,250,250,250,250,247,250,249,250,164.925,165.794,169.767,166.432
619,250,250,250,250,250,250,250,250,163.009,170.238,165.53,166.439
620,250,250,250,250,8,3,4,4,164.923,167.37,167.904,169.598
621,250,250,250,250,246,249,245,250,164.293,171.937,166.585,163.42
622,250,250,250,250,6,4,4,8,174.769,165.562,169.474,169.235
623,250,250,250,250,247,250,250,250,171.962,168.47,168.545,168.544
624,250,250,250,250,6,1,13,6,165.594,166.167,169.989,166.684
625,250,250,250,250,245,250,247,250,166.405,169.499,168.297,173.484
626,250,250,250,250,248,250,250,250,163.989,163.163,162.836,165.642
627,250,250,250,250,4,4,9,7,164.074,171.312,163.462,167.32
628,250,250,250,250,249,248,248,249,162.667,164.179,166.348,164.512
629,238,250,250,250,5,7,12,8,163.037,168.322,167.251,170.652
630,226,250,250,250,98,175,93,146,155.883,170.171,175.348,172.878
631,226,250,250,250,226,250,250,250,155.562,165.25,167.334,166.588
632,234,250,250,250,8,2,6,10,165.938,167.423,178.295,164.52
633,233,250,250,250,229,249,246,250,168.204,168.437,168.306,167.746
634,212,250,250,250,2,0,8,6,156.589,173.939,164.359,169.781
635,210,250,250,250,201,250,245,249,152.616,166.548,164.736,170.803
636,244,250,250,250,3,3,7,7,164.634,169.023,167.952,168.923
637,246,250,250,250,233,250,242,249,171.257,172.51,171.984,173.499
638,246,250,250,250,245,250,250,250,165.384,166.3,165.31,167.448
639,236,250,250,250,9,2,12,7,163.21,166.347,167.219,169.482
640,235,250,250,250,229,249,240,250,159.845,169.629,169.805,165.407
641,216,250,250,250,4,0,5,5,158.178,169.947,172.812,170.047
642,216,250,250,250,212,250,243,250,159.868,167.822,167.148,171.637
643,216,250,250,250,216,250,250,250,155.035,170.493,167.732,169.465
644,207,250,250,250,3,1,7,9,154.915,170.575,175.161,165.054
645,206,250,250,250,197,250,245,249,154.989,182.476,176.373,179.946
646,208,250,250,250,1,1,7,4,155.712,170.953,173.842,178.029
647,207,250,250,250,202,250,241,250,159.437,177.13,168.433,173.32
648,201,250,250,250,9,3,10,6,159.594,176.988,181.82,177.915
649,201,250,250,250,200,250,248,250,171.977,186.715,185.229,181.153
650,201,250,250,250,201,250,250,250,161.22,181.025,174.045,177.105
651,187,250,250,250,9,2,10,7,156.629,179.321,178.3,172.648
652,186,250,250,250,182,244,249,250,156.491,178.576,181.048,182.875
653,187,250,250,250,5,1,9,10,152.085,172.895,172.085,171.094
654,187,250,250,250,183,250,248,250,152.627,173.993,171.517,172.979
655,187,250,250,250,187,250,250,250,153.796,169.627,170.042,172.927
656,188,250,250,250,7,1,9,6,150.664,171.826,167.653,172.892
657,188,250,250,250,185,250,250,250,155.782,167.6,172.202,173.44
658,209,250,250,250,9,0,6,8,160.668,173.879,173.753,176.536
659,209,250,250,250,209,250,249,250,157.011,173.143,173.012,173.139
660,218,250,250,250,4,1,5,4,158.892,172.298,170.912,170.964
661,218,250,250,250,218,250,250,250,159.042,166.423,172.638,166.416
662,218,250,250,250,218,250,250,250,160.865,172.416,173.046,174.476
663,207,250,250,250,7,2,8,7,158.558,173.886,176.018,178.418
664,207,250,250,250,202,250,248,249,160.271,179.538,175.397,178.911
665,168,250,250,250,1,4,4,9,173.506,186.727,189.558,178.711
666,168,250,250,250,163,250,250,247,148.659,178.476,177.549,178.035
667,168,250,250,250,168,250,250,250,158.324,171.876,177.752,174.4
668,167,250,250,250,0,3,3,5,149.003,178.851,180.378,174.932
669,166,250,250,250,163,250,247,250,147.822,179.001,180.431,180.361
670,158,250,250,250,0,4,9,12,147.185,180.638,177.055,176.849
671,158,250,250,250,154,250,245,250,148.429,184.454,173.942,178.026
672,135,250,250,250,1,10,9,7,141.07,180.542,180.706,183.286
673,135,250,250,250,134,250,249,250,137.914,178.941,177.179,180.94
674,135,250,250,250,135,250,250,250,143.561,183.487,182.632,180.211
675,151,250,250,250,0,5,5,10,146.349,177.819,180.813,180.884
676,151,250,250,250,149,250,248,250,143.366,180.435,176.891,175.73
677,138,250,250,250,4,6,4,9,146.682,179.089,181.324,181.227
678,138,250,250,250,136,250,250,250,139.97,183.492,179.111,174.893
679,138,250,250,250,138,250,250,250,140.6,177.133,177.031,179.51
680,177,250,250,250,6,13,9,3,150.336,177.405,177.039,178.23
681,177,250,250,250,174,250,249,250,156.059,174.023,176.316,181.957
682,160,250,250,250,4,5,3,6,149.639,178.747,176.662,180.724
683,160,250,250,250,157,250,248,249,152.166,181.688,181.156,181.748
684,187,250,250,250,3,9,7,9,151.918,179.899,177.049,174.224
685,188,250,250,250,181,250,244,250,154.801,177.287,181.702,173.709
686,188,250,250,250,185,250,250,249,161.767,172.537,174.805,179.431
687,198,250,250,250,1,9,7,6,158.749,176.401,176.738,175.147
688,198,250,250,250,195,246,247,250,164.875,180.611,179.907,178.294
689,190,250,250,250,3,6,12,9,162.27,185.575,184.023,181.067
690,189,250,250,250,57,178,122,145,154.799,176.442,176.727,172.741
691,189,250,250,250,189,250,250,250,152.325,178.966,174.536,173.577
692,193,250,250,250,6,9,13,6,156.663,178.454,177.363,177.317
693,193,250,250,250,192,250,250,250,156.19,179.192,172.793,176.774
694,207,250,250,250,1,7,5,5,160.483,178.615,176.016,172.852
695,207,250,250,250,201,249,246,246,162.73,181.941,177.716,177.124
696,218,250,250,250,2,13,12,6,160.971,176.778,176.036,182.732
697,219,250,250,250,208,249,250,249,161.227,174.181,173.028,175.417
698,219,250,250,250,219,250,250,250,157.295,171.345,171.634,173.624
699,230,250,250,250,6,11,10,5,165.856,173.969,184.397,171.811
700,229,250,250,250,216,244,245,249,163.292,181.753,173.997,172.665
701,250,250,250,250,2,14,8,12,170.795,173.655,173.565,174.65
702,250,250,250,250,246,250,248,250,171.255,170.6,170.324,177.118
703,250,250,250,250,250,250,250,248,176.251,172.775,170.552,175.21
704,250,250,250,250,4,15,7,6,170.734,170.828,173.073,172.446
705,250,250,250,250,243,248,240,250,170.953,174.954,172.015,172.099
706,237,250,250,250,4,12,16,11,168.114,179.036,179.534,173.798
707,238,250,250,250,236,250,244,250,174.768,190.403,168.576,171.603
708,244,250,250,250,7,11,6,10,168.282,174.162,175.603,174.885
709,244,250,250,250,241,250,249,250,170.484,171.577,170.796,173.35
710,244,250,250,250,243,249,250,250,166.218,177.83,174.297,175.052
711,250,250,250,250,4,11,12,10,175.481,173.755,174.789,174.442
712,250,250,250,250,242,249,248,249,168.253,170.976,171.497,173.426
713,250,250,250,250,8,14,10,8,173.397,170.96,179.091,175.767
714,250,250,250,250,248,250,250,250,168.833,177.115,176.222,176.151
715,250,250,250,250,250,250,250,250,169.204,173.257,172.953,174.146
716,250,250,250,250,9,11,10,10,177.922,171.141,174.894,175.203
717,250,250,250,250,247,250,248,250,170.589,171.553,181.263,179.466
718,250,250,250,250,7,12,9,11,173.287,178.432,179.463,173.817
719,250,250,250,250,247,249,250,250,169.668,172.818,172.318,172.142
720,250,250,250,250,5,12,6,4,170.494,171.882,171.741,174.293
721,250,250,250,250,247,250,250,250,170.087,172.19,171.003,173.276
722,250,250,250,250,250,250,250,250,168.237,170.4,172.413,173.099
723,250,250,250,250,9,11,5,16,178.623,172.904,176.975,174.955
724,250,250,250,250,247,250,249,250,167.122,172.203,173.129,178.267
725,250,250,250,250,1,15,8,16,174.751,178.447,176.331,175.652
726,250,250,250,250,250,250,250,250,169.176,171.314,172.911,172.537
727,250,250,250,250,250,250,250,250,168.856,175.768,173.041,173.474
728,250,250,250,250,3,10,5,14,175.875,178.734,179.346,178.95
729,250,250,250,250,246,250,250,250,174.129,179.142,176.515,176.385
730,250,250,250,250,8,8,7,13,174.754,178.129,177.285,186.511
731,250,250,250,250,248,250,250,250,174.83,175.922,176.698,175.649
732,250,250,250,250,9,7,6,7,174.873,175.055,173.638,177.933
733,250,250,250,250,250,250,250,250,172.461,173.703,173.433,174.939
734,250,250,250,250,250,250,250,250,172.217,168.623,174.791,171.279
735,250,250,250,250,9,10,6,7,171.173,174.317,174.038,180.201
736,250,250,250,250,249,250,250,250,174.099,179.853,180.986,181.89
737,250,250,250,250,17,13,4,4,171.888,170.19,174.045,173.962
738,250,250,250,250,249,250,250,250,171.398,178.921,175.14,176.667
739,250,250,250,250,250,250,250,250,170.304,174.435,174.375,170.913
740,250,250,250,250,5,12,7,7,174.376,175.411,175.924,173.728
741,250,250,250,250,249,250,250,250,173.235,174.376,178.268,173.282
742,250,250,250,250,14,9,6,4,168.825,179.419,171.32,172.59
743,250,250,250,250,248,250,250,250,173.347,170.594,174.411,173.316
744,250,250,250,250,8,8,11,13,172.789,175.871,176.829,174.586
745,250,250,250,250,249,250,250,250,175.458,183.361,176.477,180.556
746,250,250,250,250,250,250,250,250,170.13,172.495,172.656,172.265
747,250,250,250,250,8,5,7,12,172.735,181.739,171.465,173.184
748,250,250,250,250,250,250,250,249,173.597,172.03,173.259,173.694
749,250,250,250,250,8,6,8,6,170.799,179.827,182.066,175.909
750,250,250,250,250,122,147,128,158,170.044,173.026,173.238,170.711
751,250,250,250,250,250,250,250,250,171.978,173.507,175.16,172.025
752,250,250,250,250,9,12,9,8,182.849,184.014,177.236,179.23
753,250,250,250,250,248,250,250,250,168.306,171.593,168.65,177.343
754,250,250,250,250,11,12,4,2,175.519,173.049,174.328,175.137
755,250,250,250,250,248,250,250,246,170.379,172.073,171.557,173.08
756,250,250,250,250,8,5,7,5,170.48,178.786,177.045,173.002
757,250,250,250,250,248,247,249,249,170.429,175.203,177.15,173.035
758,250,250,250,250,250,250,250,250,167.51,170.561,171.938,172.138
759,250,250,250,250,12,15,6,9,175.828,170.934,175.119,171.492
760,250,250,250,250,250,248,249,246,174.239,173.408,170.801,182.471
761,250,250,250,250,8,7,5,8,175.655,174.807,176.327,178.327
762,250,250,250,250,249,250,250,250,175.4,176.064,170.624,170.74
763,250,250,250,250,250,250,250,250,169.566,173.2,174.066,174.321
764,250,250,250,250,12,8,5,8,171.389,173.866,173.382,172.51
765,250,250,250,250,247,250,249,249,171.922,174.369,178.412,175.011
766,250,250,250,250,4,13,8,11,178.178,176.807,173.475,177.163
767,250,250,250,250,249,249,250,250,170.565,178.285,173.447,172.108
768,250,250,250,250,7,12,3,4,172.184,175.453,176.215,173.88
769,250,250,250,250,250,250,250,250,170.735,173.77,174.966,172.673
770,250,250,250,250,250,250,250,250,177.921,184.864,167.153,171.273
771,250,250,250,250,4,6,10,10,172.357,179.614,176.602,176.086
772,250,250,250,250,249,249,246,246,173.352,176.3,176.275,176.68
773,250,250,250,250,6,7,6,6,180.595,174.354,176.515,175.675
774,250,250,250,250,248,247,247,249,172.726,170.811,185.859,177.593
775,250,250,250,250,249,250,250,250,172.439,174.315,177.111,173.793
776,250,250,250,250,4,9,4,4,170.967,177.577,176.779,174.751
777,250,250,250,250,248,247,250,249,173.994,173.127,173.007,178.592
778,250,250,250,250,12,7,5,2,172.377,177.246,175.419,178.201
779,250,250,250,250,250,250,250,250,173.289,176.307,175.315,175.151
780,250,250,250,250,12,2,6,9,168.873,176.199,175.869,176.912
781,250,250,250,250,250,250,250,250,175.237,180.613,174.017,187.955
782,250,250,250,250,250,250,250,250,186.304,190.471,193.277,187.586
783,250,250,250,250,10,6,9,6,188.105,179.565,179.623,179.851
784,250,250,250,250,250,250,250,250,175.459,171.977,175.668,175.637
785,250,250,250,250,10,5,4,8,173.799,176.955,174.139,176.821
786,250,250,250,250,249,250,250,249,182.587,175.562,174.635,177.923
787,250,250,250,250,250,250,250,250,170.75,172.294,175.044,171.519
788,250,250,250,250,7,13,8,7,178.543,174.35,176.437,186.572
789,250,250,250,250,250,250,250,250,169.415,174.979,183.879,172.707
790,250,250,250,250,10,9,4,6,173.35,177.752,175.634,177.531
