Frame,Cell0_Detected,Cell1_Detected,Cell2_Detected,Cell3_Detected,Cell0_Matched,Cell1_Matched,Cell2_Matched,Cell3_Matched,Cell0_ProcTime_ms,Cell1_ProcTime_ms,Cell2_ProcTime_ms,Cell3_ProcTime_ms
791,250,250,250,250,250,250,250,250,171.118,175.19,173.846,178.469
792,250,250,250,250,2,1,1,2,170.752,176.74,172.966,170.288
793,250,250,250,250,249,250,248,249,170.197,171.544,174.45,176.983
794,250,250,250,250,250,250,250,250,170.272,172.137,170.359,174.403
795,250,250,250,250,7,5,3,4,177.4,177.626,178.16,179.002
796,250,250,250,250,249,247,246,248,168.244,171.783,174.187,177.222
797,250,250,250,250,6,8,3,6,172.175,175.378,185.345,182.504
798,250,250,250,250,247,246,250,250,177.596,175.547,172.92,174.316
799,250,250,250,250,250,250,250,250,172.874,175.642,174.229,175.35
800,250,250,250,250,9,5,1,6,168.391,175.827,173.62,178.879
801,250,250,250,250,246,250,248,250,171.101,172.472,173.419,174.001
802,250,250,250,250,10,10,4,6,174.622,174.166,181.88,182.903
803,250,250,250,250,249,248,250,249,178.846,181.712,178.425,174.67
804,250,250,250,250,9,5,11,5,173.645,179.57,176.593,178.044
805,250,250,250,250,244,250,250,250,168.709,173.026,171.221,173.758
806,250,250,250,250,250,250,250,250,170.347,172.863,173.134,175.134
807,250,250,250,250,8,8,4,4,169.833,174.89,177.451,172.82
808,250,250,250,250,250,250,250,250,171.687,176.611,174.349,173.248
809,250,250,250,250,8,6,10,7,177.338,175.744,180.766,176.7
810,250,250,250,250,111,138,133,142,171.061,171.381,172.06,175.747
811,250,250,250,250,250,250,250,250,170.749,171.872,173.141,178.625
812,250,250,250,250,6,6,6,6,182.307,179.592,177.282,175.126
813,250,250,250,250,249,250,250,250,167.724,173.256,170.567,170.641
814,250,250,250,250,5,12,2,5,177.473,173.596,172.274,169.123
815,250,250,250,250,246,248,248,245,167.994,171.168,173.402,175.56
816,250,250,250,250,5,3,3,6,172.598,174.733,172.562,175.914
817,250,250,250,250,249,248,248,248,172.771,171.547,169.043,172.215
818,250,250,250,250,250,250,250,250,168.649,173.966,172.724,174.617
819,250,250,250,250,3,4,7,6,172.581,174.863,171.943,173.064
820,250,250,250,250,250,247,247,248,165.83,169.846,170.018,171.241
821,250,250,250,250,5,5,3,9,168.588,171.91,175.045,168.48
822,250,250,250,250,250,250,250,250,171.915,169.89,170.774,171.32
823,250,250,250,250,250,250,250,250,165.5,169.073,169.693,174.897
824,250,250,250,250,7,8,6,7,182.056,181.491,175.497,177.226
825,250,250,250,250,245,250,247,250,171.557,175.135,173.195,172.788
826,250,250,250,250,15,9,8,4,175.428,182.859,175.139,176.318
827,250,250,250,250,250,248,249,250,165.755,169.996,165.592,170.628
828,250,250,250,250,7,7,3,6,170.814,177.033,175.547,170.093
829,250,250,250,250,245,250,250,250,167.855,170.947,169.861,170.967
830,250,250,250,250,250,250,250,250,165.902,170.343,177.324,169.455
831,250,250,250,250,7,8,6,15,174.562,182.703,176.354,179.246
832,250,250,250,250,242,249,249,249,170.252,166.362,170.765,171.817
833,250,250,250,250,3,7,8,10,173.217,170.891,175.882,170.854
834,250,250,250,250,248,250,250,250,166.339,170.519,170.44,173.209
835,250,250,250,250,250,250,250,250,174.07,174.885,180.4,171.161
836,250,250,250,250,8,7,5,6,172.026,173.024,175.215,174.728
837,250,250,250,250,249,250,250,250,169.804,171.485,167.796,174.937
838,250,250,250,250,4,11,5,6,173.192,175.248,175.091,177.211
839,250,250,250,250,250,250,250,250,168.261,171.045,169.13,173.039
840,250,250,250,250,3,9,6,4,170.424,178.131,179.594,171.114
841,250,250,250,250,249,250,250,250,168.314,170.599,168.359,169.791
842,250,250,250,250,250,250,250,250,168.305,169.473,174.873,169.076
843,250,250,250,250,5,9,4,1,171.29,173.348,170.844,173.141
844,250,250,250,250,249,250,248,250,165.85,168.379,166.471,170.596
845,250,250,250,250,2,6,2,2,173.77,174.823,173.534,172.814
846,250,250,250,250,250,250,247,250,167.499,168.732,169.73,170.315
847,250,250,250,250,250,250,250,250,167.76,172.33,169.368,172.433
848,250,250,250,250,4,10,8,3,172.841,175.987,175.437,172.765
849,250,250,250,250,249,250,250,250,165.006,168.445,170.646,167.526
850,250,250,250,250,2,7,8,2,168.42,172.25,168.049,172.862
851,250,250,250,250,247,250,250,250,166.646,169.851,170.416,173.098
852,250,250,250,250,6,9,5,6,170.253,174.607,172.813,168.793
853,250,250,250,250,250,248,250,250,175.142,172.053,171.059,168.448
854,250,250,250,250,250,250,250,250,168.962,172.103,168.22,175.908
855,250,250,250,250,7,8,2,4,172.448,169.697,169.042,169.97
856,250,250,250,250,245,246,248,248,170.55,172.181,172.851,174.609
857,250,250,250,250,3,3,5,1,173.785,171.83,174.643,174.196
858,250,250,250,250,244,249,248,250,168.497,172.242,170.224,173.463
859,250,250,250,250,250,250,250,250,168.056,173.093,175.646,173.112
860,250,250,250,250,7,2,2,5,170.876,179.779,173.591,169.807
861,250,250,250,250,249,249,250,250,168.494,177.153,171.848,173.413
862,250,250,250,250,5,9,3,6,171.641,170.036,171.683,172.12
863,250,250,250,250,250,249,250,250,175.419,170.114,168.712,174.93
864,250,250,250,250,5,6,6,2,171.964,172.826,171.033,172.142
865,250,250,250,250,250,250,248,250,168.876,178.366,176.672,169.009
866,250,250,250,250,250,250,250,250,164.133,174.178,172.757,171.974
867,250,250,250,250,1,7,4,4,169.072,171.299,177.769,183.186
868,250,250,250,250,249,250,246,248,170.874,172.729,172.331,172.064
869,250,250,250,250,2,2,7,4,168.071,169.965,170.389,172.031
870,250,250,250,250,113,120,137,168,168.691,171.497,170.619,172.717
871,250,250,250,250,250,250,250,250,169.031,171.677,170.01,172.174
872,250,250,250,250,3,9,3,4,169.325,173.232,171.523,172.864
873,250,250,250,250,238,246,246,248,166.84,170.598,172.453,166.929
874,250,250,250,250,6,12,2,6,173.062,176.98,169.607,174.289
875,250,250,250,250,240,247,248,243,167.956,169.291,166.386,168.499
876,250,250,250,250,8,11,1,5,169.215,175.497,168.819,171.384
877,250,250,250,250,237,248,247,249,171.923,173.83,171.312,171.893
878,250,250,250,250,250,250,250,250,165.194,168.427,167.964,169.986
879,250,250,250,250,7,8,3,1,174.957,169.321,171.077,172.551
880,250,250,250,250,244,249,246,250,168.616,170.236,168.84,175.622
881,250,250,250,250,4,9,2,5,177.461,175.192,178.695,181.153
882,250,250,250,250,250,247,245,249,168.327,168.373,175.667,176.495
883,250,250,250,250,249,250,250,249,172.356,177.404,176.549,169.798
884,250,250,250,250,8,10,7,8,171.302,171.719,174.081,174.425
885,250,250,250,250,249,249,244,250,170.37,175.647,175.019,169.629
886,250,250,250,250,3,9,4,9,178.836,174.906,172.753,173.971
887,250,250,250,250,247,249,249,250,168.7,168.304,168.846,170.64
888,250,250,250,250,8,5,5,4,172.297,176.009,173.672,176.597
889,250,250,250,250,250,250,250,250,176.047,169.284,172.959,171.022
890,250,250,250,250,250,250,250,250,167.308,174.698,169.377,170.288
891,250,250,250,250,5,7,2,6,175.357,174.824,171.61,171.498
892,250,250,250,250,249,247,249,250,175.31,174.393,173.387,178.234
893,250,250,250,250,1,4,0,0,187.921,175.279,176.7,176.429
894,250,250,250,250,250,250,250,250,176.924,177.272,185.618,179.054
895,250,250,250,250,250,250,250,250,170.707,178.993,177.133,181.609
896,250,250,250,250,6,5,2,3,179.852,183.578,177.862,179.213
897,250,250,250,250,249,250,249,250,177.478,177.19,178.285,177.316
898,250,250,250,250,3,9,3,5,181.488,181.185,182.031,180.551
899,250,250,250,250,249,250,250,250,170.525,179.563,175.533,178.198
900,250,250,250,250,6,5,4,3,173.505,173.235,173.755,177.406
901,250,250,250,250,250,250,250,250,182.405,189.168,189.591,185.293
902,250,250,250,250,250,250,250,250,172.66,180.953,176.528,180.4
903,250,250,250,250,9,5,2,2,189.395,183.14,180.624,187.512
904,250,250,250,250,250,249,250,250,176.802,178.626,176.765,177.482
905,250,250,250,250,9,10,1,3,175.826,180.035,177.079,175.416
906,250,250,250,250,250,250,250,250,172.984,182.62,181.003,184.762
907,250,250,250,250,250,250,250,250,171.39,173.596,177.53,174.755
908,250,250,250,250,3,10,1,4,177.016,177.594,179.398,177.731
909,250,250,250,250,249,250,250,250,173.224,178.824,172.735,176.926
910,250,250,250,250,8,10,8,3,183.985,182.23,178.74,189.936
911,250,250,250,250,248,250,249,250,173.541,173.984,176.049,175.599
912,250,250,250,250,3,6,2,1,175.541,173.518,173.068,176.866
913,250,250,250,250,249,250,250,250,174.886,175.134,175.759,174.89
914,250,250,250,250,250,250,250,250,181.103,183.446,183.466,182.438
915,250,250,250,250,4,16,5,4,172.822,176.619,177.126,180.738
916,250,250,250,250,247,250,246,247,175.417,173.325,177.593,173.892
917,250,250,250,250,6,10,3,1,175.763,182.783,177.325,178.42
918,250,250,250,250,250,250,249,250,175.171,175.634,174.628,177.18
919,250,250,250,250,248,250,250,250,176.866,173.387,174.821,178.076
920,250,250,250,250,7,9,7,3,173.004,184.627,182.417,178.706
921,250,250,250,250,249,249,249,249,172.669,176.573,172.081,177.682
922,250,250,250,250,7,5,8,1,173.315,179.785,180.28,176.347
923,250,250,250,250,249,250,250,250,174.816,175.432,174.894,176.111
924,250,250,250,250,5,8,3,5,177.658,188.041,178.754,179.818
925,250,250,250,250,248,250,248,248,174.279,175.296,176.975,177.258
926,250,250,250,250,250,250,250,250,172.151,176.887,173.756,175.157
927,250,250,250,250,4,5,1,6,177.808,176.577,178.23,176.649
928,250,250,250,250,247,246,248,247,171.26,177.742,181.066,173.942
929,250,250,250,250,4,13,1,5,174.603,173.703,177.803,174.18
930,250,250,250,250,120,137,142,155,171.512,178.423,174.071,176.332
931,250,250,250,250,250,250,250,250,172.929,189.192,173.702,177.536
932,250,250,250,250,8,6,4,2,174.033,173.955,179.574,183.986
933,250,250,250,250,241,250,244,247,173.514,175.758,176.077,172.521
934,250,250,250,250,8,10,6,7,176.515,179.666,180.436,177.986
935,250,250,250,250,246,250,249,249,173.219,179.121,172.803,175.868
936,250,250,250,250,11,4,7,8,173.787,178.628,179.765,179.95
937,250,250,250,250,229,248,247,246,176.695,177.442,175.377,177.701
938,250,250,250,250,250,250,250,250,178.348,182.297,179.093,176.442
939,250,250,250,250,8,13,4,4,184.786,187.049,181.768,181.007
940,250,250,250,250,248,250,250,247,178.449,180.826,179.179,179.396
941,250,250,250,250,8,5,4,4,176.121,178.323,180.638,181.366
942,250,250,250,250,245,250,249,249,177.59,177.381,180.162,185.79
943,250,250,250,250,249,250,249,250,176.519,183.161,189.049,184.734
944,250,250,250,250,4,7,3,6,184.318,190.374,186.034,183.321
945,250,250,250,250,250,250,250,249,202.111,188.334,181.205,184.189
946,250,250,250,250,10,15,5,5,181.097,187.404,182.077,185.043
947,250,250,250,250,249,250,250,250,180.169,190.132,184.893,184.447
948,250,250,250,250,8,8,9,7,175.486,179.637,179.544,180.611
949,250,250,250,250,248,248,248,248,176.151,178.07,180.115,179.885
950,250,250,250,250,249,250,250,250,174.412,177.001,180.575,178.904
951,250,250,250,250,8,14,3,6,178.652,181.473,174.883,186.973
952,250,250,250,250,247,250,246,247,179.956,180.343,179.323,180.574
953,250,250,250,250,11,10,5,4,177.798,177.657,178.967,179.959
954,250,250,250,250,248,250,250,250,176.95,180.417,176.923,178.835
955,250,250,250,250,250,250,250,250,173.388,179.141,177.543,174.892
956,250,250,250,250,6,15,8,5,180.895,183.25,179.685,178.783
957,250,250,250,250,247,246,248,248,171.091,175.659,176.047,182.095
958,250,250,250,250,5,8,2,10,181.044,180.331,183.339,180.439
959,250,250,250,250,250,250,250,250,175.585,178.94,177.92,179.227
960,250,250,250,250,11,7,4,10,174.833,178.03,178.322,179.191
961,250,250,250,250,250,250,250,250,177.133,183.855,177.311,179.165
962,250,250,250,250,250,250,250,250,176.43,174.843,174.927,179.162
963,250,250,250,250,10,8,5,9,182.071,180.79,182.577,180.491
964,250,250,250,250,247,250,250,250,173.03,175.241,176.099,177.018
965,250,250,250,250,6,8,5,8,179.649,182.266,179.727,182.343
966,250,250,250,250,248,250,250,250,178.785,175.468,175.838,177.539
967,250,250,250,250,250,250,250,250,172.49,175.461,176.144,179.305
968,250,250,250,250,16,10,6,11,176.393,177.531,178.246,176.267
969,250,250,250,250,248,250,250,250,173.878,174.889,178.19,176.759
970,250,250,250,250,7,10,7,8,175.251,180.591,174.868,180.274
971,250,250,250,250,249,250,250,250,172.377,174.803,175.559,175.807
972,250,250,250,250,10,6,3,5,179.19,182.104,181.834,181.101
973,250,250,250,250,246,250,250,250,181.98,180.276,178.513,176.751
974,250,250,250,250,250,250,250,250,173.989,177.402,180.863,175.085
975,250,250,250,250,7,9,6,5,179.036,178.3,180.267,180.388
976,250,250,250,250,241,247,249,245,174.244,181.722,176.927,177.98
977,250,250,250,250,4,6,4,6,180.665,182.662,177.501,174.95
978,250,250,250,250,248,250,248,250,173.745,179.592,185.414,178.833
979,250,250,250,250,250,250,250,250,176.503,180.74,178.13,181.051
980,250,250,250,250,7,1,3,7,180.275,179.852,182.635,183.658
981,250,250,250,250,246,249,250,250,176.989,175.304,181.65,178.635
982,250,250,250,250,12,5,4,3,177.809,179.8,179.926,173.995
983,250,250,250,250,249,250,250,250,178.368,178.143,176.213,176.485
984,250,250,250,250,12,8,4,8,178.146,178.85,178.881,182.21
985,250,250,250,250,246,248,243,249,178.675,176.234,180.234,177.498
986,250,250,250,250,250,250,250,250,176.091,182.996,181.712,185.123
987,250,250,250,250,9,9,4,4,177.744,177.946,178.768,179.881
988,250,250,250,250,248,248,245,249,175.448,179.579,177.698,178.892
989,250,250,250,250,10,4,3,11,175.879,181.408,174.776,179.351
990,250,250,250,250,120,133,130,168,176.217,177.047,176.918,180.892
991,250,250,250,250,249,250,250,250,176.167,180.957,178.933,176.939
992,250,250,250,250,6,0,0,1,174.486,180.458,183.053,182.668
993,250,250,250,250,242,249,240,242,175.167,179.595,177.689,184.171
994,250,250,250,250,12,1,5,9,177.769,180.78,178.024,182.307
995,250,250,250,250,248,249,249,250,174.444,184.122,175.043,178.687
996,250,250,250,250,15,8,4,6,180.329,185.592,189.491,188.579
997,250,250,250,250,248,247,245,249,177.909,180.742,175.12,179.034
998,250,250,250,250,250,250,250,250,179.142,177.147,178.137,181.395
999,250,250,250,250,9,13,3,5,183.277,185.853,187.013,180.5
1000,250,250,250,250,247,249,248,250,174.102,177.981,183.369,182.593
1001,250,250,250,250,8,16,2,8,178.216,179.081,178.804,178.761
1002,250,250,250,250,247,246,246,246,178.544,177.784,177.469,184.427
1003,250,250,250,250,249,250,250,249,172.016,177.059,176.578,179.591
1004,250,250,250,250,5,4,9,5,180.651,179.039,177.325,180.346
1005,250,250,250,250,244,250,246,244,173.698,178.759,179.569,174.515
1006,250,250,250,250,5,4,3,5,180.275,179.3,179.19,178.802
1007,250,250,250,250,246,250,247,250,177.593,176.909,183.035,181.595
1008,250,250,250,250,5,9,7,7,178.232,184.949,177.207,180.17
1009,250,250,250,250,244,245,246,247,176.056,178.642,186.225,173.992
1010,250,250,250,250,248,250,247,250,176.595,176.428,175.301,179.622
1011,250,250,250,250,6,11,3,3,176.863,179.627,178.488,179.333
1012,250,250,250,250,244,249,238,250,175.43,173.143,178.399,174.995
1013,250,250,250,250,11,13,2,6,179.346,179.708,180.047,184.078
1014,250,250,250,250,249,249,244,250,174.823,184.624,183.253,178.694
1015,250,250,250,250,249,250,250,250,177.853,176.742,177.444,179.466
1016,250,250,250,250,11,1,6,9,176.224,182.754,173.934,174.86
1017,250,250,250,250,247,250,250,250,174.468,176.928,179.779,181.3
1018,250,250,250,250,8,4,4,3,182.089,181.228,180.531,177.684
1019,250,250,250,250,245,250,246,250,174.79,175.067,176.613,179.081
1020,250,250,250,250,8,5,5,6,173.149,180.897,175.713,177.704
1021,250,250,250,250,250,250,250,250,175.813,184.05,181.923,183.474
1022,250,250,250,250,250,250,250,250,173.969,174.894,177.193,175.601
1023,250,250,250,250,10,5,5,9,175.583,178.162,177.909,176.784
1024,250,250,250,250,247,250,250,250,176.805,177.229,180.21,176.838
1025,250,250,250,250,11,7,2,6,177.798,181.156,176.426,177.394
1026,250,250,250,250,250,250,250,248,174.199,177.35,172.792,176.802
1027,250,250,250,250,250,250,250,250,175.768,176.908,178.568,175.415
1028,250,250,250,250,10,6,5,6,174.285,182.012,181.66,180.199
1029,250,250,250,250,248,248,245,249,176.355,178.128,175.73,178.175
1030,250,250,250,250,11,4,5,4,176.001,173.281,179.406,178.933
1031,250,250,250,250,248,248,250,250,173.156,177.252,178.51,177.283
1032,250,250,250,250,8,5,0,4,173.731,177.696,177.624,184.704
1033,250,250,250,250,249,249,250,250,177.94,176.946,183.074,177.987
1034,250,250,250,250,250,250,250,250,171.755,178.129,175.832,173.76
1035,250,250,250,250,10,5,6,4,176.943,187.687,187.881,181.246
1036,250,250,250,250,250,250,249,250,172.149,178.324,178.28,179.487
1037,250,250,250,250,9,11,2,2,177.579,177.821,182.058,185.14
1038,250,250,250,250,250,250,250,250,173.857,177.378,177.337,178.142
1039,250,250,250,250,250,250,250,250,173.582,177.64,177.317,175.759
1040,250,250,250,250,8,5,2,6,182.767,181.006,181.297,185.74
1041,250,250,250,250,249,248,243,247,175.18,176.498,176.692,175.855
1042,250,250,250,250,8,5,3,5,179.364,183.937,180.055,179.193
1043,250,250,250,250,248,250,249,250,183.216,183.104,189.82,180.184
1044,250,250,250,250,8,6,1,5,182.59,186.003,185.104,185.938
1045,250,250,250,250,247,248,249,249,183.169,185.963,187.355,183.957
1046,250,250,250,250,250,250,250,248,190.337,187.824,186.291,186.172
1047,250,250,250,250,6,1,3,4,183.351,190.444,185.852,187.177
1048,250,250,250,250,245,245,246,245,187.177,184.105,184.752,189.561
1049,250,250,250,250,9,5,5,5,177.146,180.883,178.33,180.117
1050,250,250,250,250,124,135,123,181,171.282,175.935,177.021,177.847
1051,250,250,250,250,250,250,250,250,173.593,177.248,173.671,174.848
1052,250,250,250,250,7,7,1,3,173.668,179.668,177.002,177.962
1053,250,250,250,250,248,244,245,248,171.871,175.663,174.5,173.881
1054,250,250,250,250,9,7,2,3,176.597,173.352,177.469,180.216
1055,250,250,250,250,249,246,247,248,175.119,177.561,181.711,179.872
1056,250,250,250,250,8,5,2,4,176.996,176.506,176.12,179.157
1057,250,250,250,250,244,248,249,246,174.473,176.617,176.468,175.528
1058,250,250,250,250,250,250,250,250,174.419,175.207,177.183,179.759
1059,250,250,250,250,5,2,4,5,175.011,177.237,175.546,179.511
1060,250,250,250,250,248,250,250,250,172.375,176.326,178.199,180.808
1061,250,250,250,250,3,6,4,2,174.206,174.487,174.824,174.173
1062,250,250,250,250,249,249,249,250,172.499,178.545,173.471,181.206
1063,250,250,250,250,250,250,250,250,173.824,173.749,175.133,175.173
1064,250,250,250,250,4,6,6,6,173.471,175.067,174.898,175.953
1065,250,250,250,250,249,249,249,249,170.578,174.693,172.548,175.263
1066,250,250,250,250,7,4,7,3,169.285,175.382,175.439,173.037
1067,250,250,250,250,249,250,250,250,172.603,172.883,171.155,173.193
1068,250,250,250,250,12,6,5,6,168.598,173.085,168.606,173.982
1069,250,250,250,250,246,246,248,249,172.376,177.036,171.491,180.737
1070,250,250,250,250,250,250,249,250,165.271,176.006,172.713,174.736
1071,250,250,250,250,6,2,7,8,172.034,172.829,177.09,176.053
1072,250,250,250,250,247,246,246,248,170.033,175.258,173.807,174.364
1073,250,250,250,250,5,2,6,3,173.468,174.53,175.216,173.031
1074,250,250,250,250,250,249,249,249,172.604,174.091,175.543,179.836
1075,250,250,250,250,250,249,250,250,172.111,173.019,175.148,173.518
1076,250,250,250,250,11,8,0,4,174.811,177.347,176.592,177.636
1077,250,250,250,250,249,250,250,250,170.669,172.482,176.233,175.112
1078,250,250,250,250,7,8,6,3,174.25,178.176,184.055,182.179
1079,250,250,250,250,249,250,250,250,169.67,172.78,173.045,172.69
1080,250,250,250,250,8,2,5,8,170.354,172.866,171.775,172.401
1081,250,250,250,250,250,250,250,250,171.244,172.518,172.412,171.776
1082,250,250,250,250,250,250,250,250,172.181,175.116,171.192,172.512
1083,250,250,250,250,11,3,5,5,179.487,171.933,179.286,178.419
1084,250,250,250,250,249,248,250,250,176.725,174.698,180.613,178.086
1085,250,250,250,250,12,1,3,4,169.988,174.102,172.635,176.364
1086,250,250,250,250,246,249,246,247,168.741,169.913,175.545,172.689
1087,250,250,250,250,250,250,250,250,167.808,176.331,170.958,168.731
1088,250,250,250,250,6,8,9,6,172.063,174.502,174.299,182.378
1089,250,250,250,250,247,250,250,250,169.045,170.25,170.545,175.268
1090,250,250,250,250,2,2,0,1,178.399,171.269,170.168,170.406
1091,250,250,250,250,246,249,243,246,166.039,178.271,174.151,176.403
1092,250,250,250,250,5,2,8,9,170.014,174.317,174.725,177.059
1093,250,250,250,250,248,249,249,249,169.094,170.244,169.493,170.456
1094,250,250,250,250,250,250,250,250,171.139,175.427,172.55,172.777
1095,250,250,250,250,7,4,3,4,170.713,174.093,173.125,171.407
1096,250,250,250,250,249,249,247,249,170.206,172.02,169.546,170.487
1097,250,250,250,250,10,6,4,10,179.111,175.441,179.296,173.223
1098,250,250,250,250,245,249,250,250,172.22,175.753,177.92,180.002
1099,250,250,250,250,250,250,250,250,171.997,177.445,176.839,179.924
1100,250,250,250,250,9,5,5,9,173.955,171.246,173.292,173.253
1101,250,250,250,250,247,248,247,248,179.954,187.792,179.985,178.504
1102,250,250,250,250,7,4,5,6,173.428,177.4,179.25,197.687
1103,250,250,250,250,248,248,246,249,183.793,185.856,201.095,182.155
1104,250,250,250,250,7,5,7,4,218.222,203.802,211.249,190.96
1105,250,250,250,250,242,250,249,249,199.449,199.575,193.649,177.096
1106,250,250,250,250,249,250,250,250,231.782,217.318,205.883,230.064
1107,250,250,250,250,8,2,3,9,192.176,188.303,188.201,181.172
1108,250,250,250,250,243,241,247,244,178.593,180.065,178.634,181.598
1109,250,250,250,250,3,3,9,5,175.243,178.642,177.616,179.214
1110,250,250,250,250,85,131,135,145,175.202,178.042,179.578,178.494
1111,250,250,250,250,249,250,250,249,180.008,185.759,186.564,195.516
1112,250,250,250,250,4,2,4,4,180.203,181.789,183.565,183.43
1113,250,250,250,250,249,247,250,250,183.852,200.339,199.943,194.792
1114,250,250,250,250,1,2,4,8,186.912,189.061,188.955,188.78
1115,250,250,250,250,244,243,248,249,172.85,180.562,168.055,173.437
1116,250,250,250,250,4,3,6,6,170.972,173.12,174.576,183.441
1117,250,250,250,250,241,249,246,247,191.849,188.34,192.051,190.331
1118,250,250,250,250,250,250,250,250,187.372,186.257,180.626,181.093
1119,250,250,250,250,1,4,3,3,178.359,172.842,192.159,182.337
1120,250,250,250,250,239,248,239,243,173.25,179.818,182.75,198.206
1121,249,250,250,250,2,3,5,0,177.007,179.818,172.781,178.102
1122,250,250,250,250,245,250,247,249,173.025,185.797,177.09,177.36
1123,250,250,250,250,250,250,250,250,184.554,173.239,174.805,185.194
1124,212,250,250,250,2,5,5,8,171.262,184.3,182.764,194.752
1125,213,250,250,250,197,243,239,241,178.142,183.168,180.938,176.612
1126,222,250,250,250,1,9,6,8,169.02,177.863,176.709,179.716
1127,222,250,250,250,220,250,246,250,169.905,175.913,173.249,171.337
1128,226,250,250,250,3,4,3,4,166.712,181.789,188.046,199.276
1129,224,250,250,250,219,238,249,247,178.284,197.086,197.334,203.732
1130,224,250,250,250,224,250,249,250,186.416,187.295,187.29,183.42
1131,219,250,250,250,2,2,5,5,184.662,224.809,194.699,191.269
1132,219,250,250,250,214,244,244,243,171.86,197.705,189.174,183.585
1133,237,250,250,250,5,4,6,5,183.436,190.216,189.249,208.03
1134,235,250,250,250,234,249,250,249,176.604,183.861,184.805,184.205
1135,235,250,250,250,235,249,250,250,177.443,186.46,178.7,181.772
1136,250,250,250,250,2,0,4,12,188.6,181.593,197.85,187.694
1137,250,250,250,250,250,250,250,250,189.626,205.238,213.477,205.368
1138,250,250,250,250,2,0,7,6,195.608,202.97,191.635,200.675
1139,250,250,250,250,247,249,247,248,175.095,177.663,176.972,176.237
1140,250,250,250,250,2,4,2,9,177.999,175.409,208.7,190.468
1141,250,250,250,250,250,250,250,250,177.76,181.559,188.708,175.403
1142,250,250,250,250,250,250,250,250,172.508,174.925,179.209,181.977
1143,250,250,250,250,5,1,3,8,184.092,191.179,191.106,192.695
1144,250,250,250,250,249,249,246,249,184.353,184.376,180.057,183.737
1145,250,250,250,250,4,9,5,5,199.088,183.103,182.568,188.391
1146,250,250,250,250,250,250,250,249,173.244,185.013,184.467,177.167
1147,250,250,250,250,250,250,250,250,174.642,183.502,176.644,179.098
1148,250,250,250,250,2,12,0,12,206.394,210.552,187.243,188.705
1149,250,250,250,250,245,250,244,247,176.623,177.183,173.906,174.004
1150,250,250,250,250,1,9,11,4,186.919,191.333,182.858,198.92
1151,250,250,250,250,241,250,241,246,197.912,271.682,244.18,243.307
1152,250,250,250,250,5,10,4,4,194.096,188.516,183.559,201.802
1153,250,250,250,250,250,250,245,249,174.404,176.128,175.52,174.81
1154,250,250,250,250,250,250,250,250,172.176,180.847,172.314,172.245
1155,250,250,250,250,6,15,5,6,174.573,180.307,174.565,174.247
1156,250,250,250,250,230,249,242,246,171.832,175.135,174.754,178.747
1157,250,250,250,250,3,8,4,10,181.023,184.202,182.337,184.926
1158,250,250,250,250,244,250,250,250,179.121,177.782,175.853,175.38
1159,250,250,250,250,248,250,250,249,170.665,175.702,171.191,174.821
1160,250,250,250,250,2,12,4,5,177.524,178.79,176.907,178.791
1161,250,250,250,250,239,249,246,249,171.35,174.964,173.291,174.834
1162,250,250,250,250,1,27,6,6,175.291,177.325,176.898,176.695
1163,250,250,250,250,244,250,245,249,174.731,176.492,181.646,172.446
1164,250,250,250,250,5,35,7,5,173.684,176.715,177.571,179.103
1165,250,250,250,250,245,250,241,249,176.712,177.521,172.784,173.356
1166,250,250,250,250,250,250,250,250,177.699,172.106,175.429,172.832
1167,250,250,250,250,7,15,6,11,175.256,173.052,172.724,178.265
1168,250,250,250,250,241,247,245,249,172.756,173.114,181.382,190.069
1169,250,250,250,250,3,27,5,11,180.826,185.957,186.46,186.173
1170,250,250,250,250,115,209,138,146,185.552,178.443,180.523,176.482
1171,250,250,250,250,250,250,250,250,176.41,180.947,179.669,182.665
1172,250,250,250,250,6,21,3,5,184.951,180.637,183.031,176.235
1173,250,250,250,250,243,247,247,247,180.765,183.224,178.544,181.508
1174,250,250,250,250,10,13,13,6,196.57,183.557,187.862,244.163
1175,250,250,250,250,246,250,247,248,186.659,175.751,178.973,180.453
1176,250,250,250,250,5,11,12,9,182.378,185.631,179.104,177.322
1177,250,250,250,250,243,250,249,250,170.699,174.593,173.433,175.733
1178,250,250,250,250,250,250,250,250,174.696,177.74,174.533,179.427
1179,250,250,250,250,8,10,4,5,172.341,176.523,196.197,177.911
1180,250,250,250,250,241,248,250,250,176.849,184.41,181.645,181.998
1181,250,250,250,250,11,20,12,9,178.64,187.322,172.151,178.562
1182,250,250,250,250,250,250,248,250,175.089,173.838,174.948,179.753
1183,250,250,250,250,250,250,250,250,178.153,178.646,191.748,213.014
1184,250,250,250,250,4,21,5,5,188.173,191.981,188.156,194.684
1185,250,250,250,250,247,250,246,250,211.291,217.618,257.129,246.896
1186,250,250,250,250,8,31,9,8,176.583,178.837,177.52,178.387
1187,250,250,250,250,250,250,250,248,175.481,178.983,175.517,177.713
1188,250,250,250,250,13,10,3,3,175.63,174.196,183.213,178.277
1189,250,250,250,250,250,250,250,250,178.941,176.672,174.341,172.717
1190,250,250,250,250,250,250,250,250,174.828,180.952,182.118,178.755
1191,250,250,250,250,13,13,7,15,267.935,196.576,196.05,196.416
1192,250,250,250,250,248,248,250,250,227.873,218.987,257.355,219.249
